"Type","Name","FullName","RelativePath","Parent","Extension","SizeBytes","Attributes","CreationTimeUtc","LastWriteTimeUtc","HashSHA256"
"Directory","Examples","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples","Examples","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","IP Law","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\IP Law","Examples\IP Law","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Responses to Office Actions","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\IP Law\Responses to Office Actions","Examples\IP Law\Responses to Office Actions","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\IP Law","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Wes McDermott","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\IP Law\Responses to Office Actions\Wes McDermott","Examples\IP Law\Responses to Office Actions\Wes McDermott","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\IP Law\Responses to Office Actions","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:11 PM",""
"Directory","Responses to Office Actions","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\Responses to Office Actions","Examples\Responses to Office Actions","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Wes McDermott","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\Responses to Office Actions\Wes McDermott","Examples\Responses to Office Actions\Wes McDermott","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Examples\Responses to Office Actions","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:49:47 AM",""
"Directory","Faber on Mechanics of Patent Claim Drafting","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Faber on Mechanics of Patent Claim Drafting","Faber on Mechanics of Patent Claim Drafting","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Seventh Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Faber on Mechanics of Patent Claim Drafting\Seventh Edition","Faber on Mechanics of Patent Claim Drafting\Seventh Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Faber on Mechanics of Patent Claim Drafting","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:46:53 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Faber on Mechanics of Patent Claim Drafting\Seventh Edition\Sections","Faber on Mechanics of Patent Claim Drafting\Seventh Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Faber on Mechanics of Patent Claim Drafting\Seventh Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:19:36 PM",""
"Directory","Fundamentals of Copyright Law in the Data Era","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Copyright Law in the Data Era","Fundamentals of Copyright Law in the Data Era","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Copyright Law in the Data Era\2023","Fundamentals of Copyright Law in the Data Era\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Copyright Law in the Data Era","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Copyright Law in the Data Era\2023\Sections","Fundamentals of Copyright Law in the Data Era\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Copyright Law in the Data Era\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:32:28 AM",""
"Directory","Fundamentals of Patent Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation","Fundamentals of Patent Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2022","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022","Fundamentals of Patent Litigation\2022","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Document","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Document","Fundamentals of Patent Litigation\2022\Document","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:49:54 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Document\Sections","Fundamentals of Patent Litigation\2022\Document\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Document","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:07:25 PM",""
"Directory","Transcript","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Transcript","Fundamentals of Patent Litigation\2022\Transcript","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:59:49 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Transcript\Sections","Fundamentals of Patent Litigation\2022\Transcript\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2022\Transcript","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:01:07 PM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023","Fundamentals of Patent Litigation\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Documents","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023\Documents","Fundamentals of Patent Litigation\2023\Documents","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:07:53 PM",""
"Directory","PowerPoint Slides","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023\Documents","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:07:48 PM",""
"Directory","Presentations","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides\Presentations","Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides\Presentations","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","","0","525328","9/8/2025 9:47:57 AM","9/8/2025 12:07:34 PM",""
"Directory","Health Care Technology","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology","Health Care Technology","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2021","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2021","Health Care Technology\2021","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2021\Sections","Health Care Technology\2021\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2021","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:54 PM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2023","Health Care Technology\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2023\Sections","Health Care Technology\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Health Care Technology\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:03:19 AM",""
"Directory","How to Write a Patent Application","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application","How to Write a Patent Application","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Second Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Second Edition","How to Write a Patent Application\Second Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Second Edition\Sections","How to Write a Patent Application\Second Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Second Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:03:27 AM",""
"Directory","Third Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Third Edition","How to Write a Patent Application\Third Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:27:35 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Third Edition\Sections","How to Write a Patent Application\Third Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\How to Write a Patent Application\Third Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:17:25 PM",""
"Directory","Intellectual Property Law Answer Book","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Answer Book","Intellectual Property Law Answer Book","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2022 Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Answer Book\2022 Edition","Intellectual Property Law Answer Book\2022 Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Answer Book","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:26:41 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Answer Book\2022 Edition\Sections","Intellectual Property Law Answer Book\2022 Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Answer Book\2022 Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:16:59 PM",""
"Directory","Intellectual Property Law Institute","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Institute","Intellectual Property Law Institute","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Institute\2023","Intellectual Property Law Institute\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Institute","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:29:58 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Institute\2023\Sections","Intellectual Property Law Institute\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Intellectual Property Law Institute\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:53 PM",""
"Directory","Manual of Patent Examining Procedure","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Manual of Patent Examining Procedure","Manual of Patent Examining Procedure","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Rev. 07.2022, February 2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Manual of Patent Examining Procedure","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:48:05 AM",""
"Directory","Chapters","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023\Chapters","Manual of Patent Examining Procedure\Rev. 07.2022, February 2023\Chapters","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:44 PM",""
"Directory","Medical Devices Law and Regulation Answer Book","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Medical Devices Law and Regulation Answer Book","Medical Devices Law and Regulation Answer Book","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 10:08:09 AM",""
"Directory","2023 Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Medical Devices Law and Regulation Answer Book\2023 Edition","Medical Devices Law and Regulation Answer Book\2023 Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Medical Devices Law and Regulation Answer Book","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:48:08 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Medical Devices Law and Regulation Answer Book\2023 Edition\Sections","Medical Devices Law and Regulation Answer Book\2023 Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Medical Devices Law and Regulation Answer Book\2023 Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:07:51 PM",""
"Directory","Open Source Software — from Compliance to Cooperation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Open Source Software — from Compliance to Cooperation","Open Source Software — from Compliance to Cooperation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Open Source Software — from Compliance to Cooperation\2023","Open Source Software — from Compliance to Cooperation\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Open Source Software — from Compliance to Cooperation","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:26:53 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Open Source Software — from Compliance to Cooperation\2023\Sections","Open Source Software — from Compliance to Cooperation\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Open Source Software — from Compliance to Cooperation\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:16:54 PM",""
"Directory","Patent Claim Construction and Markman Hearings","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Claim Construction and Markman Hearings","Patent Claim Construction and Markman Hearings","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 10:08:09 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Claim Construction and Markman Hearings\Sections","Patent Claim Construction and Markman Hearings\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Claim Construction and Markman Hearings","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:11:53 PM",""
"Directory","Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:26:52 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023\Sections","Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:28 PM",""
"Directory","Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2022","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022","Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022\Sections","Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:50:27 AM",""
"Directory","Patent Law - A Practitioner's Guide","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law - A Practitioner's Guide","Patent Law - A Practitioner's Guide","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Fourth Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law - A Practitioner's Guide\Fourth Edition","Patent Law - A Practitioner's Guide\Fourth Edition","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law - A Practitioner's Guide","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 11:30:49 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law - A Practitioner's Guide\Fourth Edition\Sections","Patent Law - A Practitioner's Guide\Fourth Edition\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law - A Practitioner's Guide\Fourth Edition","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:13:23 PM",""
"Directory","Patent Law Institute San Francisco - Critical Issues & Best Practices","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law Institute San Francisco - Critical Issues & Best Practices","Patent Law Institute San Francisco - Critical Issues & Best Practices","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law Institute San Francisco - Critical Issues & Best Practices\2023","Patent Law Institute San Francisco - Critical Issues & Best Practices\2023","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law Institute San Francisco - Critical Issues & Best Practices","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law Institute San Francisco - Critical Issues & Best Practices\2023\Sections","Patent Law Institute San Francisco - Critical Issues & Best Practices\2023\Sections","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Law Institute San Francisco - Critical Issues & Best Practices\2023","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 12:17:24 PM",""
"Directory","Patent Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library\Patent Litigation","Patent Litigation","C:\Users\WorkstationAdmin\OneDrive\Documents\Library","","0","525328","9/8/2025 9:47:55 AM","9/8/2025 9:47:55 AM",""
