"Type","OldFullName","NewFullName"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\caint.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\caint.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\cal.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\cal.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\hcn.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\hcn.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\ihold.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\ihold.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\kaf.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\kaf.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\kas.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\kas.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\kca.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\kca.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\kdr.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\kdr.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\klt.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\klt.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\libnrnmech.0.0.0.so","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\libnrnmech.0.0.0.so"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\libnrnmech.lai","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\libnrnmech.lai"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\mod_func.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\mod_func.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\nap.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\nap.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\.libs\nat.o","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Cellular Electrophysiology\Neuron Project 2\neuron\umac\libs\nat.o"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Introduction to Scientific Thought and Expression\Rapid Assessment of Drug Susceptibilities of Mycobacterium tuberculosis by Means of Luciferase Reporter Phages Abstract.pages","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Introduction to Scientific Thought and Expression\Rapid Assessment of Drug Susceptibilities of Mycobacterium t~d0c70ef4"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Readings in Exercise Biology\Akt2 is Implicated in Skeletal Muscle Differentiation and Speciﬁcally Binds Prohibitin2_REA.pptx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Readings in Exercise Biology\Akt2 is Implicated in Skeletal Muscle Differentiation and Sp~d553bc09"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Readings in Exercise Biology\Nutrient regulation of PKCЄ is mediated by leucine, non insulin, in skeletal muscle.pptx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Coursework\University of Toledo\Readings in Exercise Biology\Nutrient regulation of PKCЄ is mediated by leucine, non insu~50ad4fc0"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Application Materials\CV\MSL\AbbVie\2113021  - Medical Science Liaison, Therapeutic Neurotoxins – TN, NC, SC, GA, FL & AL.docx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Application Materials\CV\MSL\AbbVie\2113021 - Medical Science Liaison, Therapeutic Neurotoxins –~c60a96b0"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Application Materials\CV\MSL\AbbVie\2113021  - Medical Science Liaison, Therapeutic Neurotoxins – TN, NC, SC, GA, FL & AL.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Application Materials\CV\MSL\AbbVie\2113021 - Medical Science Liaison, Therapeutic Neurotoxins –~f1719a6b"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\1.  Checklist for New Teacher Processing Session.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\1. Checklist for New Teacher Processing Session.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\10.  Application for Membership MD State Retirement_.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\10. Application for Membership MD State Retirement_.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\11.  W-4 Form - Federal Witholding.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\11. W-4 Form - Federal Witholding.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\12.  MD Withholding Exemption Certificate.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\12. MD Withholding Exemption Certificate.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\13.  Self-Administered Beneficiary Designation Form.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\13. Self-Administered Beneficiary Designation Form.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\14.  TAAAC Election Form 2019-2020.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\14. TAAAC Election Form 2019-2020.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\15.  Voluntary Term Life Insurance Application.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\15. Voluntary Term Life Insurance Application.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\16.  Applying for Certification Instructions.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\16. Applying for Certification Instructions.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\17.  SmartFind Employee Quick Reference Card.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\17. SmartFind Employee Quick Reference Card.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\18.  AACPS Relocation Guide.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\18. AACPS Relocation Guide.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\19.  MSDE Application for Certification.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\19. MSDE Application for Certification.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\2.  Fingerprint - Background Release Form.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\2. Fingerprint - Background Release Form.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\20.  I-9 List of Acceptable Documents.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\20. I-9 List of Acceptable Documents.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\21.  Unit I - 191 Day Benefits & Terms of Employment.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\21. Unit I - 191 Day Benefits & Terms of Employment.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\22.  Employees-Teachers Pension System.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\22. Employees-Teachers Pension System.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\23.  Emergency Contact Form.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\23. Emergency Contact Form.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\24.  What every employee must know.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\24. What every employee must know.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\25.  Information about New Teaching Processing Session.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\25. Information about New Teaching Processing Session.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\26.  ESS Quick Reference Brochure.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\26. ESS Quick Reference Brochure.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\27.  New Teacher Onboarding Program 2019.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\27. New Teacher Onboarding Program 2019.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\28.  New Teachers FAQ 2019-2020.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\28. New Teachers FAQ 2019-2020.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\3.  Fingerprint - Inquiries Release.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\3. Fingerprint - Inquiries Release.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\4.  Acknowledgment of Required Documentation.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\4. Acknowledgment of Required Documentation.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\5.  Employee Handbook and Video Acknowledgement Form.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\5. Employee Handbook and Video Acknowledgement Form.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\6.  Employee Data Form.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\6. Employee Data Form.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\7.  Notice of Nepotism Policy.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\7. Notice of Nepotism Policy.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\8.  MD State Retirement Instructions.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\8. MD State Retirement Instructions.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\9.  Designation of Beneficiary MD State Retirement.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Anne Arundel County Public Schools\New Hire Documents\9. Designation of Beneficiary MD State Retirement.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\0729370197\Design Exploration of Package-Embedded Inducto.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\0729370197\Design Explo~3ef3e5"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\0845133058\A brief look at Intel’s new Common Systems Int.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\0845133058\A brief look~05984b"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\1117463628\A 500 MHz, 68% efficient, fully on-die digital.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\1117463628\A 500 MHz, 6~538a87"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\1937954540\Analysis of The Enhanced Intel® Speedstep® Tec.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\1937954540\Analysis of ~169f67"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\2525913980\8.5 A Fully Integrated Voltage Regulator in 14.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\163647 VLSI Technology LLC EndNote Library.Data\PDF\2525913980\8.5 A Fully ~9c16fc"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Annotated - Burton, Schrom et al. (2014).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Annotated - ~689979"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Burton, Schrom et al. (2014) Annotations.docx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Burton, Schr~fa37f1"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Burton, Schrom et al. (2014) Annotations.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Burton, Schr~8597ef"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\Burton, Schrom et al. (2014)\Burton, Schrom et al. 2014.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\Burton, Schrom et al. (2014)\Burton, Schrom et al. 2014.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Burton, Schrom et al. (2014)\Annotated - Burton, Schrom et al. (2014).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Burton, Schrom et al. (2014)\Annotated - ~689979"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Burton, Schrom et al. (2014)\Burton, Schrom et al. (2014) Annotations.docx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Burton, Schrom et al. (2014)\Burton, Schr~fa37f1"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Burton, Schrom et al. (2014)\Burton, Schrom et al. (2014) Annotations.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Burton, Schrom et al. (2014)\Burton, Schr~8597ef"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Burton, Schrom et al. (2014)\Burton, Schrom et al. 2014.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Burton, Schrom et al. (2014)\Burton, Schrom et al. 2014.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Krishnamurthy, H. K., et al. (2014)\Annotated - Krishnamurthy, H. K., et al. (2014).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Krishnamurthy, H. K., et al. (2014)\Annotated - ~bca0cf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Krishnamurthy, H. K., et al. (2014)\Krishnamurthy, H. K., et al. (2014) Annotations.docx","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Krishnamurthy, H. K., et al. (2014)\Krishnamurth~42494f"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integrated Voltage Regulator (FIVR)\DVFS\Krishnamurthy, H. K., et al. (2014)\Krishnamurthy, H. K., et al. (2014) Annotations.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\163647 VLSI Technology LLC\Matters\0019 Austin\Fully Integr~bdaf06\DVFS\Krishnamurthy, H. K., et al. (2014)\Krishnamurth~5f5375"
