"Type","Name","FullName","RelativePath","Parent","Extension","SizeBytes","Attributes","CreationTimeUtc","LastWriteTimeUtc","HashSHA256"
"Directory","Advanced Trademark Law - Current Issues","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Advanced Trademark Law - Current Issues","IP Law\Advanced Trademark Law - Current Issues","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 7:45:13 AM","10/16/2023 7:45:13 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Advanced Trademark Law - Current Issues\2023","IP Law\Advanced Trademark Law - Current Issues\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Advanced Trademark Law - Current Issues","","0","525328","10/16/2023 7:45:24 AM","10/16/2023 7:45:24 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Advanced Trademark Law - Current Issues\2023\Sections","IP Law\Advanced Trademark Law - Current Issues\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Advanced Trademark Law - Current Issues\2023","","0","525328","10/16/2023 7:45:31 AM","10/16/2023 7:45:31 AM",""
"Directory","An International Guide to Patent Case Management for Judges","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\An International Guide to Patent Case Management for Judges","IP Law\An International Guide to Patent Case Management for Judges","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","6/14/2024 9:33:19 PM","6/14/2024 9:33:19 PM",""
"Directory","Certificates of Completion","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Certificates of Completion","IP Law\Certificates of Completion","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Examples","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples","IP Law\Examples","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/12/2023 8:16:58 AM","9/13/2025 1:37:55 AM",""
"Directory","Artificial Intelligence Law","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Artificial Intelligence Law","IP Law\Examples\Artificial Intelligence Law","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples","","0","525328","10/16/2023 7:46:52 AM","10/16/2023 7:46:52 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Artificial Intelligence Law\2023","IP Law\Examples\Artificial Intelligence Law\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Artificial Intelligence Law","","0","525328","10/16/2023 7:47:02 AM","10/16/2023 7:47:02 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Artificial Intelligence Law\2023\Sections","IP Law\Examples\Artificial Intelligence Law\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Artificial Intelligence Law\2023","","0","525328","10/16/2023 7:47:10 AM","10/16/2023 7:47:10 AM",""
"Directory","IP Law","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\IP Law","IP Law\Examples\IP Law","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples","","0","525328","4/5/2023 9:32:24 AM","4/5/2023 9:32:24 AM",""
"Directory","Responses to Office Actions","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\IP Law\Responses to Office Actions","IP Law\Examples\IP Law\Responses to Office Actions","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\IP Law","","0","525328","2/26/2023 12:44:11 AM","2/26/2023 12:44:11 AM",""
"Directory","Wes McDermott","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\IP Law\Responses to Office Actions\Wes McDermott","IP Law\Examples\IP Law\Responses to Office Actions\Wes McDermott","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\IP Law\Responses to Office Actions","","0","525328","4/5/2023 8:24:07 AM","4/5/2023 8:24:07 AM",""
"Directory","Responses to Office Actions","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Responses to Office Actions","IP Law\Examples\Responses to Office Actions","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples","","0","525328","9/12/2023 8:17:07 AM","9/12/2023 8:17:07 AM",""
"Directory","Wes McDermott","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Responses to Office Actions\Wes McDermott","IP Law\Examples\Responses to Office Actions\Wes McDermott","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Examples\Responses to Office Actions","","0","525328","9/12/2023 8:17:07 AM","9/12/2023 8:17:07 AM",""
"Directory","Faber on Mechanics of Patent Claim Drafting","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Faber on Mechanics of Patent Claim Drafting","IP Law\Faber on Mechanics of Patent Claim Drafting","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Seventh Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Faber on Mechanics of Patent Claim Drafting\Seventh Edition","IP Law\Faber on Mechanics of Patent Claim Drafting\Seventh Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Faber on Mechanics of Patent Claim Drafting","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Faber on Mechanics of Patent Claim Drafting\Seventh Edition\Sections","IP Law\Faber on Mechanics of Patent Claim Drafting\Seventh Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Faber on Mechanics of Patent Claim Drafting\Seventh Edition","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Fundamentals of Copyright Law in the Data Era","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Copyright Law in the Data Era","IP Law\Fundamentals of Copyright Law in the Data Era","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 7:38:58 AM","10/16/2023 7:38:58 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Copyright Law in the Data Era\2023","IP Law\Fundamentals of Copyright Law in the Data Era\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Copyright Law in the Data Era","","0","525328","10/16/2023 7:39:09 AM","10/16/2023 7:39:09 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Copyright Law in the Data Era\2023\Sections","IP Law\Fundamentals of Copyright Law in the Data Era\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Copyright Law in the Data Era\2023","","0","525328","10/16/2023 7:39:18 AM","10/16/2023 7:39:18 AM",""
"Directory","Fundamentals of Patent Litigation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation","IP Law\Fundamentals of Patent Litigation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","2022","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022","IP Law\Fundamentals of Patent Litigation\2022","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Document","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Document","IP Law\Fundamentals of Patent Litigation\2022\Document","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Document\Sections","IP Law\Fundamentals of Patent Litigation\2022\Document\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Document","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Transcript","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Transcript","IP Law\Fundamentals of Patent Litigation\2022\Transcript","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Transcript\Sections","IP Law\Fundamentals of Patent Litigation\2022\Transcript\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2022\Transcript","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023","IP Law\Fundamentals of Patent Litigation\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Documents","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023\Documents","IP Law\Fundamentals of Patent Litigation\2023\Documents","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","PowerPoint Slides","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","IP Law\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023\Documents","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Presentations","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides\Presentations","IP Law\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides\Presentations","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Fundamentals of Patent Litigation\2023\Documents\PowerPoint Slides","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","Health Care Technology","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology","IP Law\Health Care Technology","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 7:31:16 AM","10/16/2023 7:31:16 AM",""
"Directory","2021","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2021","IP Law\Health Care Technology\2021","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology","","0","525328","10/16/2023 7:31:23 AM","10/16/2023 7:31:23 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2021\Sections","IP Law\Health Care Technology\2021\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2021","","0","525328","10/16/2023 7:31:31 AM","10/16/2023 7:31:31 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2023","IP Law\Health Care Technology\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology","","0","525328","10/16/2023 7:32:34 AM","10/16/2023 7:32:34 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2023\Sections","IP Law\Health Care Technology\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Health Care Technology\2023","","0","525328","10/16/2023 7:34:05 AM","10/16/2023 7:34:05 AM",""
"Directory","How to Write a Patent Application","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application","IP Law\How to Write a Patent Application","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Second Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Second Edition","IP Law\How to Write a Patent Application\Second Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Second Edition\Sections","IP Law\How to Write a Patent Application\Second Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Second Edition","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Third Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition","IP Law\How to Write a Patent Application\Third Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections","IP Law\How to Write a Patent Application\Third Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Intellectual Property Law Answer Book","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book","IP Law\Intellectual Property Law Answer Book","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","2022 Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition","IP Law\Intellectual Property Law Answer Book\2022 Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections","IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Intellectual Property Law Institute","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute","IP Law\Intellectual Property Law Institute","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 5:06:24 AM","10/16/2023 5:06:24 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023","IP Law\Intellectual Property Law Institute\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute","","0","525328","10/16/2023 5:06:38 AM","10/16/2023 5:06:38 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections","IP Law\Intellectual Property Law Institute\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023","","0","525328","10/16/2023 5:06:45 AM","10/16/2023 5:06:45 AM",""
"Directory","Manual of Patent Examining Procedure","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Manual of Patent Examining Procedure","IP Law\Manual of Patent Examining Procedure","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/12/2023 10:15:44 PM","9/12/2023 10:15:44 PM",""
"Directory","Rev. 07.2022, February 2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","IP Law\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Manual of Patent Examining Procedure","","0","525328","9/12/2023 10:15:44 PM","9/12/2023 10:15:44 PM",""
"Directory","Chapters","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023\Chapters","IP Law\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023\Chapters","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Manual of Patent Examining Procedure\Rev. 07.2022, February 2023","","0","525328","9/12/2023 10:15:44 PM","9/12/2023 10:15:44 PM",""
"Directory","Medical Devices Law and Regulation Answer Book","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Medical Devices Law and Regulation Answer Book","IP Law\Medical Devices Law and Regulation Answer Book","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 7:35:30 AM","10/16/2023 7:35:30 AM",""
"Directory","2023 Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Medical Devices Law and Regulation Answer Book\2023 Edition","IP Law\Medical Devices Law and Regulation Answer Book\2023 Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Medical Devices Law and Regulation Answer Book","","0","525328","10/16/2023 7:35:43 AM","10/16/2023 7:35:43 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Medical Devices Law and Regulation Answer Book\2023 Edition\Sections","IP Law\Medical Devices Law and Regulation Answer Book\2023 Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Medical Devices Law and Regulation Answer Book\2023 Edition","","0","525328","10/16/2023 7:36:11 AM","10/16/2023 7:36:11 AM",""
"Directory","Open Source Software — from Compliance to Cooperation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Open Source Software — from Compliance to Cooperation","IP Law\Open Source Software — from Compliance to Cooperation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","10/16/2023 5:39:54 AM","10/16/2023 5:39:54 AM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Open Source Software — from Compliance to Cooperation\2023","IP Law\Open Source Software — from Compliance to Cooperation\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Open Source Software — from Compliance to Cooperation","","0","525328","10/16/2023 5:40:28 AM","10/16/2023 5:40:28 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Open Source Software — from Compliance to Cooperation\2023\Sections","IP Law\Open Source Software — from Compliance to Cooperation\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Open Source Software — from Compliance to Cooperation\2023","","0","525328","10/16/2023 5:40:36 AM","10/16/2023 5:40:36 AM",""
"Directory","Patent Claim Construction and Markman Hearings","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Claim Construction and Markman Hearings","IP Law\Patent Claim Construction and Markman Hearings","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Claim Construction and Markman Hearings\Sections","IP Law\Patent Claim Construction and Markman Hearings\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Claim Construction and Markman Hearings","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:45 PM","9/11/2023 6:18:45 PM",""
"Directory","2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112","","0","525328","10/16/2023 6:28:18 AM","10/16/2023 6:28:18 AM",""
"Directory","Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023\Sections","IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Eligibility, Prior Art, Obviousness and Disclosure - Current Trends in Sections 101, 102, 103 and 112\2023","","0","525328","10/16/2023 6:28:45 AM","10/16/2023 6:28:45 AM",""
"Directory","Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","IP Law\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
"Directory","2022","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022","IP Law\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation\2022","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Patent Fundamentals Bootcamp - An Introduction to Patent Drafting, Prosecution, and Litigation","","0","525328","9/11/2023 6:18:20 PM","9/11/2023 6:18:20 PM",""
